location,time,ShakeIntensity,SewerAndWater,Power,RoadsAndBridges,Medical,Buildings
8,2020-04-08T05:30:00Z,0,12,2,20,0,11
8,2020-04-08T05:50:00Z,0,14,8,15,0,3
8,2020-04-08T05:55:00Z,0,0,5,2,0,10
8,2020-04-08T06:00:00Z,0,0,12,12,0,2
8,2020-04-08T06:15:00Z,0,3,4,8,0,8
8,2020-04-08T06:20:00Z,0,19,13,11,0,10
8,2020-04-08T06:25:00Z,0,10,3,4,0,4
8,2020-04-08T06:35:00Z,0,14,6,16,0,20
8,2020-04-08T06:50:00Z,1,6,13,14,0,12
8,2020-04-08T07:10:00Z,0,7,9,2,0,0
8,2020-04-08T07:20:00Z,0,20,14,5,0,15
8,2020-04-08T07:40:00Z,1,7,10,4,0,0
8,2020-04-08T07:55:00Z,0,20,10,11,0,5
8,2020-04-08T08:00:00Z,1,3,5,0,0,8
8,2020-04-08T08:15:00Z,0,5,14,5,0,8
8,2020-04-08T08:20:00Z,1,10,10,8,0,10
8,2020-04-08T08:25:00Z,0,5,12,11,0,11
8,2020-04-08T08:35:00Z,4,71,72,68,0,55
8,2020-04-08T08:40:00Z,4,452,443,451,11,320
8,2020-04-08T08:45:00Z,4,734,734,737,10,506
8,2020-04-08T08:50:00Z,4,837,836,843,0,612
8,2020-04-08T08:55:00Z,4,956,951,959,26,689
8,2020-04-08T09:00:00Z,4,967,973,968,16,675
8,2020-04-08T09:05:00Z,4,1174,1197,1187,23,849
8,2020-04-08T09:10:00Z,4,1063,1064,1054,18,771
8,2020-04-08T09:15:00Z,4,1146,1134,1135,6,835
8,2020-04-08T09:20:00Z,4,1318,1312,1322,16,952
8,2020-04-08T09:25:00Z,4,1024,1007,996,7,721
8,2020-04-08T09:30:00Z,4,1253,1234,1280,13,906
8,2020-04-08T09:35:00Z,4,1156,1144,1136,6,800
8,2020-04-08T09:40:00Z,4,1065,1069,1064,5,751
8,2020-04-08T09:45:00Z,5,1179,1167,1172,16,841
8,2020-04-08T09:50:00Z,4,1130,1122,1136,18,810
8,2020-04-08T09:55:00Z,4,1044,1049,1047,15,737
8,2020-04-08T10:00:00Z,4,953,945,943,29,678
8,2020-04-08T10:05:00Z,4,1318,1327,1340,17,955
8,2020-04-08T10:10:00Z,4,1487,1517,1493,19,1085
8,2020-04-08T10:15:00Z,4,1763,1754,1759,0,1298
8,2020-04-08T10:20:00Z,4,1850,1833,1835,13,1329
8,2020-04-08T10:25:00Z,4,1979,1977,1987,44,1442
8,2020-04-08T10:30:00Z,4,1858,1870,1859,20,1361
8,2020-04-08T10:35:00Z,4,1787,1781,1776,29,1281
8,2020-04-08T10:40:00Z,4,1587,1591,1561,0,1186
8,2020-04-08T10:45:00Z,3,1489,1509,1483,17,1081
8,2020-04-08T10:50:00Z,4,1458,1487,1458,7,1083
8,2020-04-08T10:55:00Z,4,1340,1368,1323,2,987
8,2020-04-08T11:00:00Z,4,1386,1363,1365,29,993
8,2020-04-08T11:05:00Z,4,1284,1298,1277,18,923
8,2020-04-08T11:10:00Z,4,1176,1187,1205,13,879
8,2020-04-08T11:15:00Z,4,1263,1272,1264,16,931
8,2020-04-08T11:20:00Z,4,1215,1198,1214,19,894
8,2020-04-08T11:25:00Z,4,1056,1043,1051,13,773
8,2020-04-08T11:30:00Z,3,985,984,992,0,730
8,2020-04-08T11:35:00Z,4,1019,1023,1006,5,748
8,2020-04-08T11:40:00Z,3,899,909,902,12,654
8,2020-04-08T11:45:00Z,4,872,862,853,15,627
8,2020-04-08T11:50:00Z,4,781,792,787,0,575
8,2020-04-08T11:55:00Z,4,770,762,764,14,579
8,2020-04-08T12:00:00Z,4,1084,1096,1109,10,828
8,2020-04-08T12:05:00Z,4,2298,2286,2265,53,1730
8,2020-04-08T12:10:00Z,5,2170,2188,2176,22,1653
9,2020-04-08T00:05:00Z,0,9,1,1,6,7
9,2020-04-08T00:10:00Z,0,10,2,0,7,0
9,2020-04-08T00:25:00Z,0,10,11,14,16,11
9,2020-04-08T00:35:00Z,0,6,13,13,10,15
9,2020-04-08T00:40:00Z,1,8,0,3,6,4
9,2020-04-08T00:45:00Z,0,6,5,5,2,3
9,2020-04-08T00:50:00Z,1,5,6,8,7,2
9,2020-04-08T00:55:00Z,0,4,7,8,4,1
9,2020-04-08T01:00:00Z,0,1,10,10,10,6
9,2020-04-08T01:05:00Z,0,9,1,0,5,8
9,2020-04-08T01:10:00Z,0,0,3,7,7,5
9,2020-04-08T01:25:00Z,0,10,3,7,7,2
9,2020-04-08T01:30:00Z,0,8,10,3,5,0
9,2020-04-08T01:55:00Z,1,10,6,7,10,8
9,2020-04-08T02:10:00Z,0,10,10,9,5,4
9,2020-04-08T02:15:00Z,0,8,10,3,3,3
9,2020-04-08T02:20:00Z,0,6,1,3,0,3
9,2020-04-08T02:30:00Z,0,2,7,7,7,10
9,2020-04-08T02:40:00Z,0,18,11,6,19,15
9,2020-04-08T02:50:00Z,0,5,6,2,10,8
9,2020-04-08T03:00:00Z,0,7,8,5,10,3
9,2020-04-08T03:05:00Z,0,10,3,8,4,2
9,2020-04-08T03:10:00Z,0,3,7,6,15,12
9,2020-04-08T03:35:00Z,0,6,0,8,9,8
9,2020-04-08T03:40:00Z,1,2,6,2,9,4
9,2020-04-08T03:45:00Z,0,10,2,6,8,7
9,2020-04-08T04:00:00Z,1,24,19,18,35,30
9,2020-04-08T04:05:00Z,0,12,7,14,6,12
9,2020-04-08T04:15:00Z,0,10,5,13,7,0
9,2020-04-08T04:20:00Z,0,10,15,21,14,8
9,2020-04-08T05:05:00Z,0,0,6,8,10,1
9,2020-04-08T05:20:00Z,1,2,3,0,8,10
9,2020-04-08T05:25:00Z,0,5,5,2,9,6
9,2020-04-08T05:30:00Z,0,2,9,10,1,3
9,2020-04-08T05:35:00Z,0,5,2,4,1,0
9,2020-04-08T05:40:00Z,0,9,7,10,10,0
9,2020-04-08T05:45:00Z,0,6,7,8,0,8
9,2020-04-08T05:55:00Z,0,1,1,6,7,5
9,2020-04-08T06:15:00Z,0,6,7,6,3,0
9,2020-04-08T06:30:00Z,0,10,2,10,5,8
9,2020-04-08T06:40:00Z,0,1,4,1,1,5
9,2020-04-08T06:50:00Z,0,0,2,7,10,10
9,2020-04-08T06:55:00Z,0,9,7,10,10,6
9,2020-04-08T07:00:00Z,0,26,19,24,22,33
9,2020-04-08T07:15:00Z,0,18,6,5,10,10
9,2020-04-08T07:20:00Z,0,12,14,15,10,14
9,2020-04-08T07:25:00Z,0,4,8,1,4,1
9,2020-04-08T07:30:00Z,1,9,0,6,5,7
9,2020-04-08T07:35:00Z,0,8,6,10,7,6
9,2020-04-08T07:45:00Z,0,10,1,9,4,7
9,2020-04-08T07:55:00Z,0,20,21,26,15,5
9,2020-04-08T08:00:00Z,0,4,2,8,10,10
9,2020-04-08T08:05:00Z,0,20,5,9,3,7
9,2020-04-08T08:10:00Z,0,14,17,10,14,9
9,2020-04-08T08:35:00Z,3,414,399,397,305,353
9,2020-04-08T08:40:00Z,3,1090,1089,1098,778,934
9,2020-04-08T08:45:00Z,3,954,953,947,695,806
9,2020-04-08T08:50:00Z,3,886,875,882,633,753
9,2020-04-08T08:55:00Z,3,822,815,804,603,688
9,2020-04-08T09:00:00Z,2,752,765,761,547,650
9,2020-04-08T09:05:00Z,3,778,795,792,569,673
9,2020-04-08T09:10:00Z,3,845,835,836,630,724
9,2020-04-08T09:15:00Z,3,731,723,724,532,630
9,2020-04-08T09:20:00Z,3,604,608,593,435,517
9,2020-04-08T09:25:00Z,3,688,682,684,490,577
9,2020-04-08T09:30:00Z,2,461,464,461,325,394
9,2020-04-08T09:35:00Z,2,634,633,622,448,543
9,2020-04-08T09:40:00Z,2,604,605,595,432,521
9,2020-04-08T09:45:00Z,2,544,565,558,406,483
9,2020-04-08T09:50:00Z,3,596,592,595,439,508
9,2020-04-08T09:55:00Z,2,542,538,535,393,479
9,2020-04-08T10:00:00Z,3,505,504,504,367,446
9,2020-04-08T10:05:00Z,3,502,496,500,365,428
9,2020-04-08T10:10:00Z,3,416,417,423,295,348
9,2020-04-08T10:15:00Z,3,495,498,495,355,445
9,2020-04-08T10:20:00Z,3,458,448,459,338,399
9,2020-04-08T10:25:00Z,3,448,438,448,314,386
9,2020-04-08T10:30:00Z,3,536,560,544,409,468
9,2020-04-08T10:35:00Z,2,418,407,408,294,350
9,2020-04-08T10:40:00Z,2,439,442,431,323,371
9,2020-04-08T10:45:00Z,3,498,514,507,350,441
9,2020-04-08T10:50:00Z,2,471,457,480,330,402
9,2020-04-08T10:55:00Z,2,427,420,417,310,354
9,2020-04-08T11:00:00Z,3,430,426,436,311,378
9,2020-04-08T11:05:00Z,2,354,347,351,257,300
9,2020-04-08T11:10:00Z,2,393,398,402,287,334
9,2020-04-08T11:15:00Z,3,392,397,399,287,351
9,2020-04-08T11:20:00Z,3,301,308,310,226,264
9,2020-04-08T11:25:00Z,2,296,293,298,227,267
9,2020-04-08T11:30:00Z,2,254,255,249,187,225
9,2020-04-08T11:35:00Z,2,287,293,286,204,260
9,2020-04-08T11:40:00Z,2,283,282,285,201,244
9,2020-04-08T11:45:00Z,2,299,308,304,231,257
9,2020-04-08T11:50:00Z,2,217,210,215,151,187
9,2020-04-08T11:55:00Z,2,237,236,240,170,199
9,2020-04-08T12:00:00Z,4,927,928,920,724,805
9,2020-04-08T23:45:00Z,5,16097,16068,16080,12498,14241
9,2020-04-08T23:55:00Z,0,3,1,0,8,9
10,2020-04-08T00:05:00Z,0,7,5,7,0,9
10,2020-04-08T00:25:00Z,0,5,3,8,0,8
10,2020-04-08T00:35:00Z,0,2,4,0,0,7
10,2020-04-08T01:25:00Z,0,6,7,10,0,0
10,2020-04-08T01:55:00Z,0,4,10,9,0,7
10,2020-04-08T02:00:00Z,0,7,10,10,0,10
10,2020-04-08T02:05:00Z,0,0,0,1,0,4
10,2020-04-08T02:10:00Z,0,10,5,1,0,4
10,2020-04-08T02:15:00Z,0,2,10,1,0,2
10,2020-04-08T02:40:00Z,0,4,0,8,0,4
10,2020-04-08T02:50:00Z,0,10,5,5,0,10
10,2020-04-08T03:15:00Z,0,2,6,10,0,10
10,2020-04-08T03:35:00Z,0,19,16,3,0,7
10,2020-04-08T03:40:00Z,0,0,7,2,0,10
10,2020-04-08T03:55:00Z,1,2,10,10,0,1
10,2020-04-08T04:25:00Z,0,0,7,5,0,5
10,2020-04-08T04:40:00Z,0,7,0,7,0,3
10,2020-04-08T04:55:00Z,0,1,8,10,0,5
10,2020-04-08T05:05:00Z,0,3,7,7,0,6
10,2020-04-08T05:30:00Z,0,4,1,8,0,7
10,2020-04-08T05:35:00Z,0,7,10,3,0,7
10,2020-04-08T05:45:00Z,0,9,7,4,0,2
10,2020-04-08T06:35:00Z,0,9,7,9,0,11
10,2020-04-08T06:55:00Z,0,5,3,5,0,6
10,2020-04-08T07:50:00Z,0,5,0,10,0,1
10,2020-04-08T08:35:00Z,4,291,432,290,0,337
11,2020-04-08T00:35:00Z,0,5,2,2,10,4
11,2020-04-08T01:30:00Z,0,7,7,1,6,5
11,2020-04-08T01:35:00Z,0,8,8,2,4,3
11,2020-04-08T01:40:00Z,1,10,10,3,9,0
11,2020-04-08T01:45:00Z,0,10,10,9,6,10
11,2020-04-08T01:50:00Z,0,5,8,2,3,10
11,2020-04-08T02:25:00Z,0,1,6,5,3,10
11,2020-04-08T03:40:00Z,0,6,9,8,1,9
11,2020-04-08T04:25:00Z,0,10,1,0,5,4
11,2020-04-08T05:00:00Z,0,9,10,10,1,1
11,2020-04-08T05:50:00Z,0,7,6,10,7,3
11,2020-04-08T05:55:00Z,0,12,20,18,8,10
11,2020-04-08T06:05:00Z,0,6,5,1,4,10
11,2020-04-08T07:10:00Z,0,0,3,3,5,8
11,2020-04-08T07:20:00Z,1,1,1,10,7,7
11,2020-04-08T07:50:00Z,0,9,0,10,10,10
11,2020-04-08T08:15:00Z,0,12,9,14,7,9
11,2020-04-08T08:25:00Z,0,10,1,7,7,0
11,2020-04-08T08:35:00Z,4,293,455,255,198,246
11,2020-04-08T08:40:00Z,6,719,1076,601,475,608
11,2020-04-08T08:45:00Z,5,684,1042,563,467,574
11,2020-04-08T08:50:00Z,5,673,982,532,425,533
11,2020-04-08T08:55:00Z,5,693,1044,567,466,594
11,2020-04-08T09:00:00Z,5,638,938,539,432,519
11,2020-04-08T09:05:00Z,5,584,848,468,384,473
11,2020-04-08T09:10:00Z,4,554,819,463,366,459
11,2020-04-08T09:15:00Z,5,656,955,551,432,540
11,2020-04-08T09:20:00Z,5,444,668,370,291,377
11,2020-04-08T09:25:00Z,5,513,772,431,338,418
11,2020-04-08T11:30:00Z,5,3167,4725,2666,2079,2642
11,2020-04-08T11:35:00Z,5,164,235,136,115,131
11,2020-04-08T11:40:00Z,5,145,203,130,97,128
11,2020-04-08T11:45:00Z,4,91,135,73,64,80
11,2020-04-08T11:50:00Z,4,84,124,70,60,63
11,2020-04-08T11:55:00Z,4,110,177,103,70,98
11,2020-04-08T12:00:00Z,3,79,125,72,55,74
11,2020-04-08T12:05:00Z,4,67,100,53,46,55
11,2020-04-08T12:10:00Z,5,70,106,65,52,56
11,2020-04-08T12:15:00Z,3,67,100,49,46,56
11,2020-04-08T12:20:00Z,4,103,150,81,71,89
11,2020-04-08T12:25:00Z,4,55,83,48,39,44
11,2020-04-08T12:30:00Z,4,60,84,52,39,54
11,2020-04-08T12:35:00Z,4,36,52,35,26,31
11,2020-04-08T12:40:00Z,4,68,104,60,41,56
11,2020-04-08T12:45:00Z,4,59,90,47,40,52
11,2020-04-08T12:50:00Z,4,42,62,35,29,37
11,2020-04-08T12:55:00Z,4,41,53,27,21,27
11,2020-04-08T13:00:00Z,4,36,59,37,36,32
11,2020-04-08T13:05:00Z,4,43,64,35,29,36
11,2020-04-08T13:10:00Z,4,54,82,40,37,44
11,2020-04-08T13:15:00Z,2,13,20,10,9,10
11,2020-04-08T13:20:00Z,4,23,37,21,16,19
11,2020-04-08T13:25:00Z,3,54,82,43,36,46
11,2020-04-08T13:30:00Z,4,32,41,22,19,29
11,2020-04-08T13:35:00Z,3,52,81,43,35,44
11,2020-04-08T13:40:00Z,4,28,36,20,17,21
11,2020-04-08T13:45:00Z,4,11,19,10,7,9
11,2020-04-08T13:50:00Z,3,19,27,16,12,15
11,2020-04-08T14:00:00Z,4,49,82,46,38,44
11,2020-04-08T14:05:00Z,4,35,55,29,23,31
11,2020-04-08T14:10:00Z,4,12,19,10,9,10
11,2020-04-08T14:15:00Z,3,11,18,10,8,8
11,2020-04-08T14:20:00Z,4,12,11,14,4,12
11,2020-04-08T14:25:00Z,4,25,37,19,17,16
11,2020-04-08T14:30:00Z,3,18,28,15,12,14
11,2020-04-08T14:35:00Z,3,23,26,17,15,19
11,2020-04-08T14:40:00Z,2,12,17,9,10,11
11,2020-04-08T14:45:00Z,4,5,9,5,5,5
11,2020-04-08T14:50:00Z,4,9,20,9,8,9
11,2020-04-08T14:55:00Z,2,13,18,10,6,11
11,2020-04-08T15:00:00Z,3,11,19,11,8,10
11,2020-04-08T15:15:00Z,-0,7,10,5,3,5
11,2020-04-08T15:20:00Z,3,11,18,9,8,10
11,2020-04-08T15:30:00Z,3,7,9,6,4,4
11,2020-04-08T15:35:00Z,1,6,10,6,3,6
11,2020-04-08T15:45:00Z,3,14,17,5,8,11
11,2020-04-08T16:00:00Z,4,5,9,5,5,6
11,2020-04-08T16:05:00Z,0,16,9,14,18,10
11,2020-04-08T16:10:00Z,0,6,2,1,10,8
11,2020-04-08T16:15:00Z,0,6,9,5,4,6
11,2020-04-08T16:25:00Z,3,5,10,6,4,6
11,2020-04-08T16:30:00Z,3,5,10,5,4,5
11,2020-04-08T16:40:00Z,3,14,17,10,7,11
11,2020-04-08T16:45:00Z,3,6,9,4,4,5
11,2020-04-08T16:50:00Z,2,6,10,5,5,5
11,2020-04-08T17:00:00Z,4,12,16,10,8,10
11,2020-04-08T17:50:00Z,0,9,2,10,4,7
11,2020-04-08T18:05:00Z,0,4,13,6,12,8
11,2020-04-08T18:10:00Z,4,6,8,6,5,5
11,2020-04-08T18:15:00Z,3,6,8,5,5,4
11,2020-04-08T18:20:00Z,3,6,9,3,4,5
11,2020-04-08T18:35:00Z,0,6,1,4,5,6
11,2020-04-08T19:20:00Z,1,6,8,4,5,5
11,2020-04-08T19:25:00Z,1,6,10,10,0,8
11,2020-04-08T19:30:00Z,0,2,5,10,2,10
11,2020-04-08T19:50:00Z,0,15,11,13,1,13
11,2020-04-08T20:50:00Z,0,6,1,8,8,10
11,2020-04-08T20:55:00Z,0,9,8,3,5,4
11,2020-04-08T21:05:00Z,0,2,6,10,10,10
11,2020-04-08T21:25:00Z,0,10,6,9,1,3
11,2020-04-08T21:50:00Z,0,8,4,7,10,5
11,2020-04-08T22:15:00Z,0,10,2,0,8,3
11,2020-04-08T22:20:00Z,0,4,10,9,3,1
11,2020-04-08T23:00:00Z,0,17,11,9,13,13
11,2020-04-08T23:45:00Z,1,1,8,1,7,0
12,2020-04-08T00:50:00Z,1,14,14,13,0,9
12,2020-04-08T00:55:00Z,0,3,9,10,0,4
12,2020-04-08T01:10:00Z,0,3,3,7,0,5
12,2020-04-08T01:20:00Z,0,0,10,4,0,8
12,2020-04-08T01:45:00Z,0,4,3,0,0,10
12,2020-04-08T01:55:00Z,1,9,9,10,0,10
12,2020-04-08T02:30:00Z,0,1,9,2,0,6
12,2020-04-08T02:40:00Z,0,7,18,11,0,7
12,2020-04-08T02:55:00Z,0,6,4,1,0,4
12,2020-04-08T03:20:00Z,0,20,1,8,0,13
12,2020-04-08T04:10:00Z,0,1,2,1,0,3
12,2020-04-08T04:30:00Z,0,5,10,2,0,3
12,2020-04-08T04:40:00Z,0,8,7,10,0,1
12,2020-04-08T04:45:00Z,0,5,6,10,0,1
12,2020-04-08T05:10:00Z,0,4,8,5,0,8
12,2020-04-08T05:20:00Z,1,10,6,7,0,7
12,2020-04-08T06:25:00Z,0,9,1,10,0,7
12,2020-04-08T06:35:00Z,0,8,7,10,0,0
12,2020-04-08T07:25:00Z,0,5,7,9,0,2
12,2020-04-08T07:40:00Z,0,6,5,0,0,0
12,2020-04-08T07:55:00Z,0,2,6,1,0,1
12,2020-04-08T08:25:00Z,0,10,3,0,0,6
12,2020-04-08T08:35:00Z,6,20,36,26,0,25
12,2020-04-08T08:40:00Z,7,100,199,130,0,105
12,2020-04-08T08:45:00Z,6,101,195,123,0,91
12,2020-04-08T08:50:00Z,6,114,211,145,0,108
12,2020-04-08T08:55:00Z,6,99,190,130,0,100
12,2020-04-08T09:00:00Z,6,129,252,172,0,125
12,2020-04-08T09:05:00Z,7,135,268,182,0,125
12,2020-04-08T09:10:00Z,7,120,235,159,0,116
12,2020-04-08T09:15:00Z,6,120,257,175,2,116
12,2020-04-08T09:20:00Z,7,161,302,208,4,153
12,2020-04-08T09:25:00Z,6,139,273,191,16,140
12,2020-04-08T09:30:00Z,7,168,340,220,15,158
12,2020-04-08T09:35:00Z,6,96,191,124,4,92
12,2020-04-08T09:40:00Z,6,150,294,184,0,151
12,2020-04-08T09:45:00Z,7,89,187,129,0,94
12,2020-04-08T09:50:00Z,7,95,193,127,21,100
12,2020-04-08T09:55:00Z,6,107,226,149,0,104
12,2020-04-08T10:00:00Z,6,111,225,147,0,114
12,2020-04-08T10:05:00Z,6,148,290,193,4,158
12,2020-04-08T10:10:00Z,7,163,305,202,0,148
12,2020-04-08T10:15:00Z,7,135,264,168,17,127
12,2020-04-08T10:20:00Z,6,160,299,209,1,153
12,2020-04-08T10:25:00Z,8,130,260,174,8,125
12,2020-04-08T10:30:00Z,6,119,243,165,0,128
12,2020-04-08T10:35:00Z,6,130,249,166,0,120
12,2020-04-08T10:40:00Z,7,155,306,212,0,147
12,2020-04-08T10:45:00Z,6,104,191,142,0,109
12,2020-04-08T10:50:00Z,6,98,179,120,10,94
12,2020-04-08T10:55:00Z,7,117,231,154,0,111
12,2020-04-08T11:00:00Z,6,94,188,130,0,91
12,2020-04-08T11:05:00Z,7,102,202,133,0,98
12,2020-04-08T11:10:00Z,7,94,180,124,0,95
12,2020-04-08T11:15:00Z,6,135,255,174,0,131
12,2020-04-08T11:20:00Z,6,144,271,185,8,136
12,2020-04-08T11:25:00Z,6,84,173,119,0,86
12,2020-04-08T11:30:00Z,7,85,171,114,0,80
12,2020-04-08T11:35:00Z,6,103,218,141,0,103
12,2020-04-08T11:40:00Z,6,110,206,150,0,106
12,2020-04-08T11:45:00Z,7,99,209,140,6,104
12,2020-04-08T11:50:00Z,6,67,117,83,0,64
12,2020-04-08T11:55:00Z,6,61,114,78,0,63
12,2020-04-08T12:00:00Z,7,71,136,97,5,76
12,2020-04-08T12:05:00Z,6,68,139,94,0,67
12,2020-04-08T12:10:00Z,6,73,155,103,0,77
12,2020-04-08T12:15:00Z,6,63,126,84,0,68
12,2020-04-08T12:20:00Z,7,67,134,88,0,72
12,2020-04-08T12:25:00Z,6,82,175,110,0,84
12,2020-04-08T12:30:00Z,6,67,139,91,15,67
12,2020-04-08T12:35:00Z,6,71,141,94,2,68
12,2020-04-08T12:40:00Z,6,59,130,84,17,56
12,2020-04-08T12:45:00Z,6,72,134,89,0,70
12,2020-04-08T12:50:00Z,6,52,105,66,0,53
12,2020-04-08T12:55:00Z,6,63,122,79,1,55
12,2020-04-08T13:00:00Z,6,53,100,72,2,57
12,2020-04-08T13:05:00Z,6,64,119,79,0,65
12,2020-04-08T13:10:00Z,5,56,101,64,7,51
12,2020-04-08T13:15:00Z,6,55,108,71,0,57
12,2020-04-08T13:20:00Z,7,42,72,48,0,45
12,2020-04-08T13:25:00Z,6,29,55,35,0,27
12,2020-04-08T13:30:00Z,6,66,120,82,0,61
12,2020-04-08T13:35:00Z,6,44,84,57,5,48
12,2020-04-08T13:40:00Z,6,56,117,80,0,60
12,2020-04-08T13:45:00Z,6,25,51,33,0,25
12,2020-04-08T13:50:00Z,6,32,59,35,0,31
12,2020-04-08T13:55:00Z,4,6,14,7,0,5
12,2020-04-08T14:00:00Z,6,28,53,36,0,25
12,2020-04-08T14:05:00Z,6,19,34,23,0,19
12,2020-04-08T14:10:00Z,6,28,62,42,6,30
12,2020-04-08T14:15:00Z,6,26,47,31,0,25
12,2020-04-08T14:20:00Z,6,30,66,48,0,36
12,2020-04-08T14:25:00Z,6,20,43,26,0,25
12,2020-04-08T14:30:00Z,6,38,79,57,0,46
12,2020-04-08T14:35:00Z,6,16,38,23,0,20
12,2020-04-08T14:40:00Z,6,30,53,40,0,22
12,2020-04-08T14:45:00Z,6,41,46,49,0,36
12,2020-04-08T14:50:00Z,7,21,47,37,0,24
12,2020-04-08T14:55:00Z,7,32,60,38,0,28
12,2020-04-08T15:00:00Z,6,15,28,22,5,14
12,2020-04-08T15:05:00Z,6,31,66,45,0,31
12,2020-04-08T15:10:00Z,6,33,54,36,0,25
12,2020-04-08T15:15:00Z,6,14,21,16,0,10
12,2020-04-08T15:20:00Z,6,25,48,34,0,24
12,2020-04-08T15:25:00Z,6,19,36,25,0,16
12,2020-04-08T15:30:00Z,6,8,25,15,0,11
12,2020-04-08T15:35:00Z,5,16,27,18,0,13
12,2020-04-08T15:40:00Z,6,14,31,19,0,14
12,2020-04-08T15:45:00Z,6,26,49,33,0,23
12,2020-04-08T15:50:00Z,6,18,35,25,8,14
12,2020-04-08T15:55:00Z,6,5,13,7,9,7
12,2020-04-08T16:00:00Z,5,12,25,17,0,12
12,2020-04-08T16:05:00Z,6,29,43,25,0,28
12,2020-04-08T16:10:00Z,6,14,29,18,0,14
12,2020-04-08T16:15:00Z,7,13,23,16,0,12
12,2020-04-08T16:20:00Z,5,8,18,11,0,9
12,2020-04-08T16:25:00Z,6,7,12,7,0,7
12,2020-04-08T16:30:00Z,4,10,20,12,0,9
12,2020-04-08T16:35:00Z,5,16,31,18,0,14
12,2020-04-08T16:40:00Z,6,6,11,7,0,7
12,2020-04-08T16:45:00Z,6,9,13,10,0,7
12,2020-04-08T16:50:00Z,6,8,12,10,0,6
12,2020-04-08T16:55:00Z,6,17,29,19,0,17
12,2020-04-08T17:00:00Z,6,6,10,8,0,4
12,2020-04-08T17:05:00Z,6,10,17,10,0,9
12,2020-04-08T17:10:00Z,6,12,18,15,0,13
12,2020-04-08T17:15:00Z,5,4,5,4,0,3
12,2020-04-08T17:20:00Z,5,8,17,12,0,9
12,2020-04-08T17:25:00Z,5,6,13,8,0,6
12,2020-04-08T17:30:00Z,6,7,18,12,0,8
12,2020-04-08T17:35:00Z,6,6,13,9,0,5
12,2020-04-08T17:40:00Z,6,20,34,30,0,26
12,2020-04-08T17:45:00Z,6,9,17,11,0,18
12,2020-04-08T17:55:00Z,6,6,11,8,0,6
12,2020-04-08T18:00:00Z,5,7,12,10,0,7
12,2020-04-08T18:05:00Z,0,3,10,9,0,8
12,2020-04-08T18:10:00Z,6,16,18,8,0,15
12,2020-04-08T18:25:00Z,4,12,29,16,0,17
12,2020-04-08T18:40:00Z,5,3,6,5,0,1
12,2020-04-08T18:45:00Z,5,6,14,8,0,6
12,2020-04-08T18:50:00Z,6,8,20,17,0,8
12,2020-04-08T18:55:00Z,6,8,17,12,0,9
12,2020-04-08T19:05:00Z,5,5,15,3,0,10
12,2020-04-08T19:10:00Z,5,3,7,5,0,4
12,2020-04-08T19:35:00Z,0,15,17,11,0,19
12,2020-04-08T19:40:00Z,5,3,6,4,0,3
12,2020-04-08T19:55:00Z,0,7,6,6,0,4
12,2020-04-08T20:00:00Z,6,11,30,17,0,16
12,2020-04-08T20:05:00Z,5,3,5,5,0,0
12,2020-04-08T20:40:00Z,0,7,6,6,0,5
12,2020-04-08T20:45:00Z,6,6,10,14,0,13
12,2020-04-08T20:55:00Z,0,10,7,6,0,1
12,2020-04-08T21:25:00Z,5,4,14,8,0,4
12,2020-04-08T21:35:00Z,7,5,6,4,0,4
12,2020-04-08T21:55:00Z,0,6,10,1,0,7
12,2020-04-08T22:10:00Z,0,9,10,4,0,6
12,2020-04-08T22:20:00Z,6,3,5,4,0,4
12,2020-04-08T22:40:00Z,0,4,4,10,0,6
12,2020-04-08T23:05:00Z,6,2,6,4,0,2
12,2020-04-08T23:30:00Z,0,3,1,9,0,9
12,2020-04-08T23:40:00Z,5,12,9,8,0,8
12,2020-04-08T23:45:00Z,0,10,5,10,0,10
13,2020-04-08T00:00:00Z,0,5,1,10,0,5
13,2020-04-08T00:15:00Z,0,2,10,9,0,9
13,2020-04-08T00:25:00Z,0,4,3,2,0,10
13,2020-04-08T01:25:00Z,0,10,7,10,0,2
13,2020-04-08T01:30:00Z,1,17,19,5,0,10
13,2020-04-08T01:50:00Z,0,0,3,1,0,1
13,2020-04-08T02:00:00Z,0,5,9,9,0,10
13,2020-04-08T02:10:00Z,0,6,1,1,0,7
13,2020-04-08T02:35:00Z,0,8,10,0,0,8
13,2020-04-08T03:05:00Z,0,10,3,4,0,9
13,2020-04-08T03:40:00Z,0,9,5,8,0,9
13,2020-04-08T04:10:00Z,0,5,2,10,0,6
13,2020-04-08T04:40:00Z,0,0,7,9,0,6
13,2020-04-08T05:35:00Z,0,1,4,8,0,1
13,2020-04-08T06:05:00Z,0,8,10,0,0,4
13,2020-04-08T06:10:00Z,0,2,4,3,0,10
13,2020-04-08T07:40:00Z,0,5,0,2,0,6
13,2020-04-08T08:35:00Z,0,10,9,9,0,10
13,2020-04-08T08:40:00Z,4,29,30,31,0,26
13,2020-04-08T08:45:00Z,4,49,55,51,0,54
13,2020-04-08T08:50:00Z,5,48,48,47,0,41
13,2020-04-08T08:55:00Z,4,71,65,70,6,65
13,2020-04-08T09:00:00Z,4,41,38,43,0,39
13,2020-04-08T09:05:00Z,5,66,64,67,0,69
13,2020-04-08T09:10:00Z,4,62,59,60,0,65
