time_5min,location,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,count,phase
2020-04-06T21:40:00Z,2,2,1,9,NA,10,0,1,pre-quake
2020-04-06T21:40:00Z,3,3.5,4.5,0.5,2.5,2,0,2,pre-quake
2020-04-06T21:40:00Z,8,2.3333333333333335,1,0.6666666666666666,NA,3,0,3,pre-quake
2020-04-06T21:40:00Z,9,1,0,7,6,1,0,1,pre-quake
2020-04-06T21:40:00Z,13,9,1,9,NA,10,0,1,pre-quake
2020-04-06T21:40:00Z,14,3,0,4,NA,2,1,1,pre-quake
2020-04-06T21:40:00Z,15,2,0,1,NA,2,0,1,pre-quake
2020-04-06T21:40:00Z,16,10,10,6,4,9,0,1,pre-quake
2020-04-06T21:40:00Z,18,2,0,0,NA,1,0,1,pre-quake
2020-04-06T21:45:00Z,1,4,3,7,8,10,0,1,pre-quake
2020-04-06T21:45:00Z,2,5,4.5,2,NA,2,0,2,pre-quake
2020-04-06T21:45:00Z,3,6.5,3.5,3,4,1.5,1,2,pre-quake
2020-04-06T21:45:00Z,6,9.5,7.5,4.5,5.5,2.5,0,2,pre-quake
2020-04-06T21:45:00Z,8,10,10,0,NA,3,1,1,pre-quake
2020-04-06T21:45:00Z,14,4,2,9,NA,5,0,1,pre-quake
2020-04-06T21:45:00Z,15,5,5.5,7.5,NA,6,0,2,pre-quake
2020-04-06T21:50:00Z,8,2.75,6.25,4.75,NA,5.25,0,4,pre-quake
2020-04-06T21:50:00Z,9,0,9,3,5,3,1,1,pre-quake
2020-04-06T21:50:00Z,12,10,8,3,NA,6,0,1,pre-quake
2020-04-06T21:50:00Z,14,9,4,9,NA,10,1,1,pre-quake
2020-04-06T21:50:00Z,15,5.5,6.5,3,NA,9.5,0,2,pre-quake
2020-04-06T21:50:00Z,18,5,1,3.5,NA,1,0,2,pre-quake
2020-04-06T21:55:00Z,2,0,0,0,NA,0,1,1,pre-quake
2020-04-06T21:55:00Z,3,6,3,3.5,6,6.5,0,2,pre-quake
2020-04-06T21:55:00Z,9,9,10,3,10,0,0,1,pre-quake
2020-04-06T21:55:00Z,15,5.5,9,6,NA,5.5,1,2,pre-quake
2020-04-06T22:00:00Z,1,4.5,8.5,5.5,3,6,0.5,2,pre-quake
2020-04-06T22:00:00Z,2,8,8,10,NA,9,0,1,pre-quake
2020-04-06T22:00:00Z,3,6,0,7,6,4,0,1,pre-quake
2020-04-06T22:00:00Z,6,0,1,0,0,1,0,1,pre-quake
2020-04-06T22:00:00Z,8,3,5,4,NA,4,0,4,pre-quake
2020-04-06T22:00:00Z,9,0,8,5,6,6,0,1,pre-quake
2020-04-06T22:00:00Z,11,0,9,3,10,5,0,1,pre-quake
2020-04-06T22:00:00Z,14,4.5,0,3.5,NA,2.5,0.5,2,pre-quake
2020-04-06T22:00:00Z,15,4,2,7,NA,4,0,1,pre-quake
2020-04-06T22:00:00Z,18,2,10,8,NA,9,0,1,pre-quake
2020-04-06T22:05:00Z,2,7,9,8,NA,10,0,1,pre-quake
2020-04-06T22:05:00Z,3,0,1,6,10,1,0,1,pre-quake
2020-04-06T22:05:00Z,5,7,2,9,10,9,0,1,pre-quake
2020-04-06T22:05:00Z,8,0,0,3,NA,3,0,1,pre-quake
2020-04-06T22:05:00Z,9,3,7,10,2,2,0,1,pre-quake
2020-04-06T22:05:00Z,10,4,8,4,NA,1,0,1,pre-quake
2020-04-06T22:05:00Z,12,7,0,7,NA,9,0,1,pre-quake
2020-04-06T22:05:00Z,13,6,6,0,NA,9,0,1,pre-quake
2020-04-06T22:05:00Z,14,0,4,8,NA,10,0,1,pre-quake
2020-04-06T22:05:00Z,15,7.333333333333333,1.6666666666666667,4.666666666666667,NA,6.666666666666667,0,3,pre-quake
2020-04-06T22:05:00Z,18,2,1,1,NA,3,0,1,pre-quake
2020-04-06T22:10:00Z,2,4,0.5,2,NA,4.5,0,2,pre-quake
2020-04-06T22:10:00Z,3,0,8,10,0,1,0,1,pre-quake
2020-04-06T22:10:00Z,6,7.5,7.5,5,5,10,0,2,pre-quake
2020-04-06T22:10:00Z,9,10,8,7,9,6,1,1,pre-quake
2020-04-06T22:10:00Z,10,6,10,6,NA,1,0,1,pre-quake
2020-04-06T22:10:00Z,13,4,6,9,NA,2,0,1,pre-quake
2020-04-06T22:10:00Z,18,2,3.5,4,NA,7.5,0,2,pre-quake
2020-04-06T22:15:00Z,1,5,8,8,6,10,0,1,pre-quake
2020-04-06T22:15:00Z,2,2,0,10,NA,10,0,1,pre-quake
2020-04-06T22:15:00Z,6,2,0,2,6,4,0,1,pre-quake
2020-04-06T22:15:00Z,8,1.5,4.5,5,NA,7,0,2,pre-quake
2020-04-06T22:15:00Z,15,9,10,7,NA,5,0,1,pre-quake
2020-04-06T22:15:00Z,16,7,6,10,2,10,0,1,pre-quake
2020-04-06T22:20:00Z,1,3,9,10,0,10,0,1,pre-quake
2020-04-06T22:20:00Z,2,6,5,6,NA,7,0.3333333333333333,3,pre-quake
2020-04-06T22:20:00Z,3,3.6666666666666665,6.666666666666667,5,7.333333333333333,6.666666666666667,0,3,pre-quake
2020-04-06T22:20:00Z,5,0,0,1,0,1,0,1,pre-quake
2020-04-06T22:20:00Z,8,7,2,7.333333333333333,NA,7,0,3,pre-quake
2020-04-06T22:20:00Z,9,2,8,6,5,9,0,1,pre-quake
2020-04-06T22:20:00Z,10,10,3,0,NA,8,0,1,pre-quake
2020-04-06T22:20:00Z,14,0,1,0,NA,1,0,1,pre-quake
2020-04-06T22:20:00Z,15,0,0,0,NA,0,0,1,pre-quake
2020-04-06T22:20:00Z,18,6,4,4.5,NA,5.5,1,2,pre-quake
2020-04-06T22:25:00Z,1,7,0,9,9,4,0,1,pre-quake
2020-04-06T22:25:00Z,6,5.5,2,9.5,8.5,2,0,2,pre-quake
2020-04-06T22:25:00Z,8,0,0,2,NA,3,1,1,pre-quake
2020-04-06T22:25:00Z,15,6,10,0,NA,1,0,1,pre-quake
2020-04-06T22:30:00Z,3,10,7,4,6,10,0,1,pre-quake
2020-04-06T22:30:00Z,6,4,4,6,9,6,0,1,pre-quake
2020-04-06T22:30:00Z,11,10,6,0,8,5,0,1,pre-quake
2020-04-06T22:30:00Z,15,9.5,9,8,NA,9.5,0,2,pre-quake
2020-04-06T22:30:00Z,17,10,4,0,NA,5,0,1,pre-quake
2020-04-06T22:35:00Z,2,10,7,4,NA,3,0,1,pre-quake
2020-04-06T22:35:00Z,5,1,2,1,7,10,0,1,pre-quake
2020-04-06T22:35:00Z,6,2,5.5,8,7.5,9.5,0,2,pre-quake
2020-04-06T22:35:00Z,8,8,10,10,NA,10,0,1,pre-quake
2020-04-06T22:35:00Z,9,4,0,10,5,8,0,1,pre-quake
2020-04-06T22:35:00Z,10,1.5,5.5,6.5,NA,6.5,0.5,2,pre-quake
2020-04-06T22:35:00Z,14,6.5,3,3,NA,4,0,2,pre-quake
2020-04-06T22:35:00Z,16,3.5,4,3.5,1.5,6,0,2,pre-quake
2020-04-06T22:40:00Z,5,4,0,9,8,4,0,1,pre-quake
2020-04-06T22:40:00Z,6,6,0,5,10,6,0,1,pre-quake
2020-04-06T22:40:00Z,8,1,6,10,NA,0,0,1,pre-quake
2020-04-06T22:40:00Z,9,0,10,6,10,5,1,1,pre-quake
2020-04-06T22:40:00Z,10,10,6,7,NA,4,1,1,pre-quake
2020-04-06T22:40:00Z,12,2,4,1,NA,8,0,1,pre-quake
2020-04-06T22:40:00Z,13,9,2,10,NA,7,0,1,pre-quake
2020-04-06T22:40:00Z,16,7,7.5,2,5,6.5,0,2,pre-quake
2020-04-06T22:45:00Z,1,9,8,6,3,5,0,1,pre-quake
2020-04-06T22:45:00Z,5,2,2,8,4,9,0,1,pre-quake
2020-04-06T22:45:00Z,6,7,10,10,2,4,0,1,pre-quake
2020-04-06T22:45:00Z,9,9,5,3,8,5,0,1,pre-quake
2020-04-06T22:45:00Z,12,3,2,3,NA,10,0,1,pre-quake
2020-04-06T22:45:00Z,18,4,7,6,NA,9,0,1,pre-quake
2020-04-06T22:50:00Z,2,10,1,8,NA,10,0,1,pre-quake
2020-04-06T22:50:00Z,3,3.5,9,0.5,7,6.5,0,2,pre-quake
2020-04-06T22:50:00Z,5,0.5,1.5,0,0,0.5,0.5,2,pre-quake
2020-04-06T22:50:00Z,6,6.5,6.5,6,9,6,0,2,pre-quake
2020-04-06T22:50:00Z,8,6,6,4,NA,3,0,1,pre-quake
2020-04-06T22:50:00Z,14,9,10,3,NA,2,0,1,pre-quake
2020-04-06T22:50:00Z,15,3,7,5,NA,9.5,0,2,pre-quake
2020-04-06T22:50:00Z,16,0,6,4,1,3,0,1,pre-quake
2020-04-06T22:50:00Z,18,6,5.666666666666667,4.333333333333333,NA,5.666666666666667,0.3333333333333333,3,pre-quake
2020-04-06T22:55:00Z,2,8,2,2,NA,4,0,2,pre-quake
2020-04-06T22:55:00Z,5,1,8,9,5,3,0,1,pre-quake
2020-04-06T22:55:00Z,6,9,10,7,6,2,0,1,pre-quake
2020-04-06T22:55:00Z,8,10,8,4,NA,4,0,1,pre-quake
2020-04-06T22:55:00Z,9,9,10,5,8,5,0,1,pre-quake
2020-04-06T22:55:00Z,19,3.5,4,8.5,NA,4.5,0,2,pre-quake
2020-04-06T23:00:00Z,2,5,4,8,NA,4,0,1,pre-quake
2020-04-06T23:00:00Z,3,8,10,8,10,10,0,1,pre-quake
2020-04-06T23:00:00Z,10,6,6,7,NA,2,0,1,pre-quake
2020-04-06T23:00:00Z,13,1,1,4,NA,3,2,1,pre-quake
2020-04-06T23:00:00Z,14,8,3,10,NA,8,1,1,pre-quake
2020-04-06T23:00:00Z,16,3,2,10,10,5,0,1,pre-quake
2020-04-06T23:05:00Z,3,10,9,5,5,6,0,1,pre-quake
2020-04-06T23:05:00Z,8,0,4,1,NA,10,0,1,pre-quake
2020-04-06T23:05:00Z,9,3,5.5,9,5,7,0.5,2,pre-quake
2020-04-06T23:05:00Z,14,4,1,1,NA,6,0,1,pre-quake
2020-04-06T23:05:00Z,15,3,8,0,NA,0,0,1,pre-quake
2020-04-06T23:10:00Z,2,8,6,6,NA,0,0,1,pre-quake
2020-04-06T23:10:00Z,3,5.666666666666667,2.3333333333333335,3.6666666666666665,3,2.3333333333333335,0,3,pre-quake
2020-04-06T23:10:00Z,9,0,8.5,2.5,6.5,5,0,2,pre-quake
2020-04-06T23:10:00Z,10,3,5,9,NA,10,0,1,pre-quake
2020-04-06T23:10:00Z,15,10,1,7,NA,8.5,0,2,pre-quake
2020-04-06T23:10:00Z,18,6,4,3,NA,7,0,1,pre-quake
2020-04-06T23:15:00Z,2,9,9,7,NA,5,0,1,pre-quake
2020-04-06T23:15:00Z,6,10,0,3,5,5,0,1,pre-quake
2020-04-06T23:15:00Z,8,8,4,10,NA,5,0,1,pre-quake
2020-04-06T23:15:00Z,11,10,10,4,0,10,0,1,pre-quake
2020-04-06T23:15:00Z,13,8,2,9,NA,1,1,1,pre-quake
2020-04-06T23:15:00Z,14,5,8,1,NA,2,0,1,pre-quake
2020-04-06T23:15:00Z,18,2,0,0,NA,2,0,1,pre-quake
2020-04-06T23:15:00Z,19,0,0,10,NA,10,0,1,pre-quake
2020-04-06T23:20:00Z,6,3,6,10,10,1,0,1,pre-quake
2020-04-06T23:20:00Z,9,7,5.25,4.5,10,4.25,0.25,4,pre-quake
2020-04-06T23:20:00Z,11,0,4,6,0,10,1,1,pre-quake
2020-04-06T23:20:00Z,14,7,10,9,NA,0,0,1,pre-quake
2020-04-06T23:20:00Z,16,0,0,9,9,9,0,1,pre-quake
2020-04-06T23:20:00Z,18,9,9,5,NA,7,0,1,pre-quake
2020-04-06T23:20:00Z,19,5,6.5,8,5,8,0,2,pre-quake
2020-04-06T23:25:00Z,5,6.5,3,5,4.5,8.5,0,2,pre-quake
2020-04-06T23:25:00Z,9,4,6,9.5,3,3.5,0,2,pre-quake
2020-04-06T23:25:00Z,14,0,0,0,NA,2,0,1,pre-quake
2020-04-06T23:25:00Z,15,5,1,3,NA,8,0,1,pre-quake
2020-04-06T23:30:00Z,4,10,10,4,NA,6,0,1,pre-quake
2020-04-06T23:30:00Z,8,7.333333333333333,2.3333333333333335,4,NA,7.666666666666667,0,3,pre-quake
2020-04-06T23:30:00Z,14,4,1,4,NA,3,0,1,pre-quake
2020-04-06T23:30:00Z,15,6,0,4,NA,3,0,1,pre-quake
2020-04-06T23:30:00Z,16,4.5,8.5,7,4.5,9,0,2,pre-quake
2020-04-06T23:35:00Z,1,1,1,0,1,6,0,1,pre-quake
2020-04-06T23:35:00Z,6,5,8.333333333333334,4.666666666666667,7.666666666666667,3.6666666666666665,0,3,pre-quake
2020-04-06T23:35:00Z,8,7.5,3.5,3.5,NA,5,0,2,pre-quake
2020-04-06T23:35:00Z,15,2,3,8,NA,10,0,1,pre-quake
2020-04-06T23:40:00Z,1,10,1,5,10,5,0,1,pre-quake
2020-04-06T23:40:00Z,3,1,4,10,10,3,0,1,pre-quake
2020-04-06T23:40:00Z,5,4.5,6.5,5,6,2.5,0,2,pre-quake
2020-04-06T23:40:00Z,6,8,2,5,1,7,0,1,pre-quake
2020-04-06T23:40:00Z,8,6,4,10,NA,0,0,1,pre-quake
2020-04-06T23:40:00Z,9,7,7.5,0.5,8,7,0,2,pre-quake
2020-04-06T23:40:00Z,13,7,4,2,NA,8,0,1,pre-quake
2020-04-06T23:40:00Z,19,2,4,6,NA,7,0,1,pre-quake
2020-04-06T23:45:00Z,2,1,10,6,NA,4,0,1,pre-quake
2020-04-06T23:45:00Z,3,2,1.5,0.5,1,8,0,2,pre-quake
2020-04-06T23:45:00Z,4,6,6,9,NA,1,0,1,pre-quake
2020-04-06T23:45:00Z,6,9,5,1,8,8,0,1,pre-quake
2020-04-06T23:45:00Z,9,5,3,8,10,8,0,1,pre-quake
2020-04-06T23:45:00Z,17,7,2,10,NA,0,0,1,pre-quake
2020-04-06T23:50:00Z,2,2,1,1,NA,10,0,1,pre-quake
2020-04-06T23:50:00Z,5,4,5.5,8,6.5,8.5,0,2,pre-quake
2020-04-06T23:50:00Z,8,9.333333333333334,6.666666666666667,6,NA,5.333333333333333,0,3,pre-quake
2020-04-06T23:50:00Z,9,4,3,9,6,8,0,1,pre-quake
2020-04-06T23:50:00Z,13,6,4,9,NA,0,0,1,pre-quake
2020-04-06T23:50:00Z,15,2,8,3,NA,1,0,1,pre-quake
2020-04-06T23:55:00Z,2,7,2,6,NA,10,0,1,pre-quake
2020-04-06T23:55:00Z,8,2,1.5,8,NA,5,0,2,pre-quake
2020-04-06T23:55:00Z,9,7,9,10,10,6,0,1,pre-quake
2020-04-06T23:55:00Z,10,0,10,3,NA,3,0,1,pre-quake
2020-04-06T23:55:00Z,13,6,7,10,NA,2,0,1,pre-quake
2020-04-06T23:55:00Z,15,5,1,1,6,4.5,0.5,2,pre-quake
2020-04-07T00:00:00Z,1,3,4,10,10,0,0,1,pre-quake
2020-04-07T00:00:00Z,2,9,5,2,NA,0,0,1,pre-quake
2020-04-07T00:00:00Z,3,4,10,10,10,9,0,1,pre-quake
2020-04-07T00:00:00Z,6,3,0,3,5,2,0,1,pre-quake
2020-04-07T00:00:00Z,8,7.5,5.5,5,NA,6.5,0,2,pre-quake
2020-04-07T00:00:00Z,9,4,8,5.5,5,0.5,0,2,pre-quake
2020-04-07T00:00:00Z,11,4,10,10,8,9,0,1,pre-quake
2020-04-07T00:00:00Z,15,5.666666666666667,7.333333333333333,6.666666666666667,NA,5,0,3,pre-quake
2020-04-07T00:05:00Z,2,8,10,8,NA,10,0,1,pre-quake
2020-04-07T00:05:00Z,3,7,1,3,7,9,0,1,pre-quake
2020-04-07T00:05:00Z,5,9,10,10,0,5,0,1,pre-quake
2020-04-07T00:05:00Z,8,10,1,4,NA,10,0,1,pre-quake
2020-04-07T00:05:00Z,9,5.5,4.5,9.5,2.5,6,0,2,pre-quake
2020-04-07T00:05:00Z,13,1,7,6,NA,10,0,1,pre-quake
2020-04-07T00:05:00Z,14,3.6666666666666665,6,3.3333333333333335,NA,5.666666666666667,0,3,pre-quake
2020-04-07T00:05:00Z,15,8,10,2,NA,1,0,1,pre-quake
2020-04-07T00:05:00Z,16,5,7,0,4,4,0,1,pre-quake
2020-04-07T00:05:00Z,18,6.5,1.5,5,NA,6,0,2,pre-quake
2020-04-07T00:05:00Z,19,4.5,9,3,NA,0.5,0,2,pre-quake
2020-04-07T00:10:00Z,5,7,8,1,10,8,0,1,pre-quake
2020-04-07T00:10:00Z,9,6,0,7,0,6,0,1,pre-quake
2020-04-07T00:10:00Z,12,5,6,2,NA,7,1,1,pre-quake
2020-04-07T00:10:00Z,19,2,8,1,NA,10,0,1,pre-quake
2020-04-07T00:15:00Z,4,9,7,0,NA,10,0,1,pre-quake
2020-04-07T00:15:00Z,6,1,5,3.5,2.5,4,0,2,pre-quake
2020-04-07T00:15:00Z,15,4,10,2,7,0,0,1,pre-quake
2020-04-07T00:15:00Z,17,8,5,7,NA,2.5,0.5,2,pre-quake
2020-04-07T00:15:00Z,18,5,0,2,NA,7,1,1,pre-quake
2020-04-07T00:15:00Z,19,3,0,5,NA,10,0,1,pre-quake
2020-04-07T00:20:00Z,5,2,10,2,7,10,1,1,pre-quake
2020-04-07T00:20:00Z,8,8,10,3,NA,9,0,1,pre-quake
2020-04-07T00:20:00Z,9,7,8,1,5,9,0,1,pre-quake
2020-04-07T00:20:00Z,14,10,3,1,NA,3,0,1,pre-quake
2020-04-07T00:20:00Z,15,6,10,6,NA,8,0,1,pre-quake
2020-04-07T00:25:00Z,2,5,3,3.3333333333333335,NA,3.3333333333333335,0.3333333333333333,3,pre-quake
2020-04-07T00:25:00Z,8,2.75,6.75,5.25,NA,6.5,0.25,4,pre-quake
2020-04-07T00:25:00Z,9,3.75,5.25,2.75,4.5,8.75,0,4,pre-quake
2020-04-07T00:25:00Z,15,8,9,10,NA,10,0,1,pre-quake
2020-04-07T00:25:00Z,16,9,9,7,3,9,0,1,pre-quake
2020-04-07T00:25:00Z,18,5.5,6,4,NA,5,0,2,pre-quake
2020-04-07T00:30:00Z,4,8,7,3,NA,6,1,1,pre-quake
2020-04-07T00:30:00Z,5,6,7.5,3.5,6.5,2,0,2,pre-quake
2020-04-07T00:30:00Z,9,9,5,9,3,8.5,0,2,pre-quake
2020-04-07T00:30:00Z,10,10,9,6,NA,0,0,1,pre-quake
2020-04-07T00:30:00Z,11,10,9,7,7,5,0,1,pre-quake
2020-04-07T00:30:00Z,14,3,8,8,5,2,1,1,pre-quake
2020-04-07T00:30:00Z,15,3,9,10,NA,10,0,1,pre-quake
2020-04-07T00:30:00Z,17,4,0,9,NA,0,0,1,pre-quake
2020-04-07T00:35:00Z,2,7.5,9,4,NA,1,0.5,2,pre-quake
2020-04-07T00:35:00Z,5,8,8,9,5,9,0,1,pre-quake
2020-04-07T00:35:00Z,6,0,10,4,6,3,0,1,pre-quake
2020-04-07T00:35:00Z,8,3.5,10,1.5,NA,9,0.5,2,pre-quake
2020-04-07T00:35:00Z,10,3,1,10,NA,0,0,1,pre-quake
2020-04-07T00:35:00Z,15,1,0,1,NA,1,0,1,pre-quake
2020-04-07T00:35:00Z,18,1,3,2,NA,7,0,1,pre-quake
2020-04-07T00:40:00Z,4,3,2,0,NA,0,0,1,pre-quake
2020-04-07T00:40:00Z,9,5,7.5,3,7.5,3.5,0,2,pre-quake
2020-04-07T00:40:00Z,12,7.5,4.5,3,NA,9,0,2,pre-quake
2020-04-07T00:45:00Z,2,9,6,1,NA,5,0,1,pre-quake
2020-04-07T00:45:00Z,3,0,1,9,4,0,0,1,pre-quake
2020-04-07T00:45:00Z,5,7,1,6,10,9,0,1,pre-quake
2020-04-07T00:45:00Z,6,9,0,8,1,10,0,1,pre-quake
2020-04-07T00:45:00Z,8,5,3,10,NA,1,0,1,pre-quake
2020-04-07T00:45:00Z,9,4,10,5,7,10,0,1,pre-quake
2020-04-07T00:45:00Z,10,8,4,6,NA,9,1,1,pre-quake
2020-04-07T00:45:00Z,18,6,4,1,NA,10,0,1,pre-quake
2020-04-07T00:45:00Z,19,3,6,1,NA,4,1,1,pre-quake
2020-04-07T00:50:00Z,3,4,5.5,3,6.5,6.5,0.5,2,pre-quake
2020-04-07T00:50:00Z,6,6.5,4,8,7,9,0,2,pre-quake
2020-04-07T00:50:00Z,8,9,9,4,NA,1,0,1,pre-quake
2020-04-07T00:50:00Z,9,6,1.5,4.5,4,7,0,2,pre-quake
2020-04-07T00:50:00Z,12,1,6,1.5,NA,3,0,2,pre-quake
2020-04-07T00:50:00Z,14,10,3,3,NA,9,0,1,pre-quake
2020-04-07T00:50:00Z,15,8,10,4,NA,9,0,1,pre-quake
2020-04-07T00:50:00Z,16,0,8,2,0,1,0,1,pre-quake
2020-04-07T00:50:00Z,18,0,5,6,NA,10,0,1,pre-quake
2020-04-07T00:55:00Z,1,5,9,10,4,5,0,1,pre-quake
2020-04-07T00:55:00Z,8,7,4.666666666666667,8.333333333333334,NA,9,0,3,pre-quake
2020-04-07T00:55:00Z,11,5,10,8,1,2,0,1,pre-quake
2020-04-07T00:55:00Z,14,0,5,8,NA,2,0,1,pre-quake
2020-04-07T00:55:00Z,16,0,10,8,5,3,0,1,pre-quake
2020-04-07T00:55:00Z,19,9.333333333333334,5.333333333333333,5.666666666666667,NA,5.333333333333333,0,3,pre-quake
2020-04-07T01:00:00Z,2,10,3,6,NA,4,0,1,pre-quake
2020-04-07T01:00:00Z,3,7,8,7,9,5,1,1,pre-quake
2020-04-07T01:00:00Z,6,10,6,0,10,8,0,1,pre-quake
2020-04-07T01:00:00Z,10,2,7,5,NA,5,0,1,pre-quake
2020-04-07T01:00:00Z,15,5,7,10,NA,10,0,1,pre-quake
2020-04-07T01:00:00Z,18,9,2,6,NA,2,0,1,pre-quake
2020-04-07T01:05:00Z,1,10,5,7,10,6,0,1,pre-quake
2020-04-07T01:05:00Z,3,10,3,7,6,2,0,1,pre-quake
2020-04-07T01:05:00Z,4,0,9,9,NA,6,0,1,pre-quake
2020-04-07T01:05:00Z,9,4,6.5,3.5,6.5,6.5,0,2,pre-quake
2020-04-07T01:05:00Z,12,5,7,5,NA,2,0,1,pre-quake
2020-04-07T01:05:00Z,14,10,2,10,NA,9,0,1,pre-quake
2020-04-07T01:05:00Z,15,3,6,3,NA,7,1,1,pre-quake
2020-04-07T01:05:00Z,16,3.5,7.5,6.5,4,4.5,0,2,pre-quake
2020-04-07T01:10:00Z,1,10,8,10,9,1,0,1,pre-quake
2020-04-07T01:10:00Z,3,9,3,1,3,2,0,1,pre-quake
2020-04-07T01:10:00Z,5,6,9,7,4,6,0,2,pre-quake
2020-04-07T01:10:00Z,6,9,1,6,5,6,0,2,pre-quake
2020-04-07T01:10:00Z,8,6,3,9,NA,7,0,1,pre-quake
2020-04-07T01:10:00Z,15,7,5.333333333333333,5.333333333333333,NA,3.3333333333333335,0,3,pre-quake
2020-04-07T01:10:00Z,19,4,7,0,NA,0,0,1,pre-quake
2020-04-07T01:15:00Z,1,9,6,7,10,10,0,1,pre-quake
2020-04-07T01:15:00Z,2,9,4,2,NA,5,0,1,pre-quake
2020-04-07T01:15:00Z,5,10,10,8,1,4,0,1,pre-quake
2020-04-07T01:15:00Z,8,4,8,7,NA,6.333333333333333,0,3,pre-quake
2020-04-07T01:15:00Z,10,0,8,6,NA,10,0,1,pre-quake
2020-04-07T01:15:00Z,11,1,4,4,3,4,0,1,pre-quake
2020-04-07T01:15:00Z,15,10,6,6,NA,0,0,1,pre-quake
2020-04-07T01:15:00Z,16,3,3,1,3,2,0,1,pre-quake
2020-04-07T01:15:00Z,18,3,3,9,NA,9,0,1,pre-quake
2020-04-07T01:20:00Z,3,7.5,8,3.5,10,2.5,0,2,pre-quake
2020-04-07T01:20:00Z,8,6,5,10,NA,1,0,1,pre-quake
2020-04-07T01:20:00Z,10,3,4,4,NA,2,0,1,pre-quake
2020-04-07T01:25:00Z,3,9,4,10,4,7,0,1,pre-quake
2020-04-07T01:25:00Z,5,0,7,8,3,10,0,1,pre-quake
2020-04-07T01:25:00Z,11,1,0,6,8,4,0,1,pre-quake
2020-04-07T01:25:00Z,14,8,5,6,NA,5,0,1,pre-quake
2020-04-07T01:25:00Z,19,4,5,7,NA,2,0,1,pre-quake
2020-04-07T01:30:00Z,4,4,10,2,NA,5,0,1,pre-quake
2020-04-07T01:30:00Z,6,8,3,7,8.5,5.5,0.5,2,pre-quake
2020-04-07T01:30:00Z,11,0,8,0,5,3,0,1,pre-quake
2020-04-07T01:30:00Z,15,7,0,8,NA,8,1,1,pre-quake
2020-04-07T01:30:00Z,17,3,10,1,NA,1,0,1,pre-quake
2020-04-07T01:35:00Z,1,8,10,7,2,10,0,1,pre-quake
2020-04-07T01:35:00Z,3,0,3,10,7,7,0,1,pre-quake
2020-04-07T01:35:00Z,12,10,10,8,NA,8,0,1,pre-quake
2020-04-07T01:35:00Z,14,8,5,7,NA,8,0,1,pre-quake
2020-04-07T01:40:00Z,8,3,6,6,NA,10,1,1,pre-quake
2020-04-07T01:40:00Z,12,4,8,0,NA,9,0,1,pre-quake
2020-04-07T01:40:00Z,14,8,10,9,NA,2,0,1,pre-quake
2020-04-07T01:40:00Z,15,2,6,6,NA,2,0,1,pre-quake
2020-04-07T01:45:00Z,6,10,6,9,5,4,0,1,pre-quake
2020-04-07T01:45:00Z,8,6,7,3,NA,2,1,1,pre-quake
2020-04-07T01:45:00Z,9,0,2,7,8,8,0,1,pre-quake
2020-04-07T01:45:00Z,10,9.5,6,7.5,NA,7,0,2,pre-quake
2020-04-07T01:45:00Z,15,6,4,6,NA,2.5,0,2,pre-quake
2020-04-07T01:45:00Z,16,10,7,10,9,6,0,1,pre-quake
2020-04-07T01:45:00Z,19,8,0,2,NA,7,0,1,pre-quake
2020-04-07T01:50:00Z,1,3,5,9,9,10,0,1,pre-quake
2020-04-07T01:50:00Z,2,7,5,3,NA,5,1,1,pre-quake
2020-04-07T01:50:00Z,10,10,8,10,NA,2,0,1,pre-quake
2020-04-07T01:50:00Z,13,2.5,0.5,7,NA,1,0,2,pre-quake
2020-04-07T01:50:00Z,15,10,1,0,NA,9,0,1,pre-quake
2020-04-07T01:55:00Z,3,0,8,7,2,10,0,1,pre-quake
2020-04-07T01:55:00Z,6,1,0,0,1,1,0,1,pre-quake
2020-04-07T01:55:00Z,8,6,4.5,1.5,NA,3.5,0,2,pre-quake
2020-04-07T01:55:00Z,9,3,2,10,6,3,0,1,pre-quake
2020-04-07T01:55:00Z,14,9,9,1,NA,4,0,1,pre-quake
2020-04-07T01:55:00Z,19,3,5,8,NA,2,0,1,pre-quake
2020-04-07T02:00:00Z,1,6,0,0,10,1,0,1,pre-quake
2020-04-07T02:00:00Z,2,7,0,10,NA,10,0,1,pre-quake
2020-04-07T02:00:00Z,6,4,2.5,8,4.5,6.5,0,2,pre-quake
2020-04-07T02:00:00Z,8,7,10,8,NA,2,0,1,pre-quake
2020-04-07T02:00:00Z,9,1,2,2,1,7,0,1,pre-quake
2020-04-07T02:00:00Z,10,0,10,0,NA,3,0,1,pre-quake
2020-04-07T02:00:00Z,15,7,5,7.5,NA,1.5,0,2,pre-quake
2020-04-07T02:05:00Z,2,9.5,7.5,8,NA,7.5,0,2,pre-quake
2020-04-07T02:05:00Z,3,10,9,9,9,10,0,1,pre-quake
2020-04-07T02:05:00Z,6,3,6,5,2,10,0,1,pre-quake
2020-04-07T02:05:00Z,8,1,8,1,NA,0,0,1,pre-quake
2020-04-07T02:05:00Z,15,5,7,1,NA,1,0,1,pre-quake
2020-04-07T02:10:00Z,3,9,6,4,0,5,0,1,pre-quake
2020-04-07T02:10:00Z,6,1,3,10,2,10,0,1,pre-quake
