time_5min,location,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,count
2020-04-08T09:45:00Z,15,2.94,2.94,2.9,NA,2.08,3,50
2020-04-08T09:45:00Z,16,3.925925925925926,3.962962962962963,4.185185185185185,3.925925925925926,2.962962962962963,0.6296296296296297,27
2020-04-08T09:45:00Z,17,1.027027027027027,7.135135135135135,5.945945945945946,NA,2.8378378378378377,2.054054054054054,37
2020-04-08T09:45:00Z,18,3.077777777777778,7.022222222222222,3.9444444444444446,NA,4.944444444444445,3.8333333333333335,90
2020-04-08T09:45:00Z,19,1.625,2.125,2.25,NA,3.375,2.8125,16
2020-04-08T09:50:00Z,1,3.5925925925925926,3.8518518518518516,4.555555555555555,4.333333333333333,4.037037037037037,0.7777777777777778,27
2020-04-08T09:50:00Z,2,3.1839080459770117,4.068965517241379,4.977011494252873,3.5,1.1379310344827587,2.0919540229885056,87
2020-04-08T09:50:00Z,4,4.878048780487805,4.097560975609756,3.7804878048780486,NA,3.1463414634146343,4.2926829268292686,41
2020-04-08T09:50:00Z,5,3.6956521739130435,5.913043478260869,3.869565217391304,1.2608695652173914,3.0869565217391304,1.0434782608695652,23
2020-04-08T09:50:00Z,6,2,2.1578947368421053,2.4210526315789473,2.473684210526316,2.1052631578947367,1.9473684210526316,19
2020-04-08T09:50:00Z,7,NA,8.25,5.5,NA,NA,5,4
2020-04-08T09:50:00Z,8,6.9753086419753085,6.925925925925926,7.012345679012346,4.5,5,1.9259259259259258,162
2020-04-08T09:50:00Z,9,7.011764705882353,6.964705882352941,7,5.1647058823529415,5.976470588235294,0.9411764705882353,85
2020-04-08T09:50:00Z,12,2.96875,6.03125,3.96875,7,3.125,5.15625,32
2020-04-08T09:50:00Z,13,3.5,3.7142857142857144,3.5,NA,3.357142857142857,2.142857142857143,14
2020-04-08T09:50:00Z,14,6.137614678899083,7.018348623853211,7.018348623853211,NA,4.889908256880734,4.073394495412844,109
2020-04-08T09:50:00Z,15,3.1333333333333333,2.966666666666667,3.0833333333333335,4.5,2.0833333333333335,2.8666666666666667,60
2020-04-08T09:50:00Z,16,4.172413793103448,4,4.206896551724138,4.206896551724138,3.2758620689655173,0.6206896551724138,29
2020-04-08T09:50:00Z,17,0.8695652173913043,7.043478260869565,5.6521739130434785,7,3.260869565217391,2.217391304347826,23
2020-04-08T09:50:00Z,18,2.9651162790697674,6.895348837209302,3.953488372093023,NA,5.046511627906977,3.941860465116279,86
2020-04-08T09:50:00Z,19,1.3076923076923077,2.230769230769231,1.8461538461538463,NA,3.3846153846153846,2.8461538461538463,13
2020-04-08T09:55:00Z,1,5.212121212121212,5.333333333333333,5.121212121212121,5.303030303030303,5.424242424242424,0.5757575757575758,33
2020-04-08T09:55:00Z,2,3.0833333333333335,3.9791666666666665,5.104166666666667,NA,1,2.0833333333333335,48
2020-04-08T09:55:00Z,4,5.068181818181818,4.090909090909091,4.045454545454546,10,3.0454545454545454,4.5227272727272725,44
2020-04-08T09:55:00Z,5,4.052631578947368,5.842105263157895,4.2631578947368425,0.9473684210526315,3.1052631578947367,0.8947368421052632,19
2020-04-08T09:55:00Z,6,2.4285714285714284,2.2857142857142856,1.9047619047619047,2.619047619047619,2.238095238095238,1.7619047619047619,21
2020-04-08T09:55:00Z,7,NA,7,6,NA,NA,5,1
2020-04-08T09:55:00Z,8,6.913907284768212,6.947019867549669,6.933774834437086,5,4.880794701986755,2,151
2020-04-08T09:55:00Z,9,6.948717948717949,6.897435897435898,6.858974358974359,5.038461538461538,6.141025641025641,0.8974358974358975,78
2020-04-08T09:55:00Z,12,2.891891891891892,6.108108108108108,4.027027027027027,NA,2.810810810810811,5.027027027027027,37
2020-04-08T09:55:00Z,13,3.9444444444444446,4,4,4.5,4,1.1111111111111112,18
2020-04-08T09:55:00Z,14,6.145833333333333,7.041666666666667,6.979166666666667,7,4.958333333333333,4.0625,96
2020-04-08T09:55:00Z,15,3.14,3.08,3.22,NA,1.86,2.76,50
2020-04-08T09:55:00Z,16,4.142857142857143,4.142857142857143,4.142857142857143,4.428571428571429,3.142857142857143,0.47619047619047616,21
2020-04-08T09:55:00Z,17,1,7.0285714285714285,6.142857142857143,NA,3.142857142857143,2.142857142857143,35
2020-04-08T09:55:00Z,18,3.111111111111111,6.888888888888889,3.9382716049382718,7,4.802469135802469,4.0246913580246915,81
2020-04-08T09:55:00Z,19,1.5555555555555556,2.2222222222222223,2.5555555555555554,NA,2.6666666666666665,2.7777777777777777,9
2020-04-08T10:00:00Z,1,5,4.884615384615385,5,5.076923076923077,5,0.5384615384615384,26
2020-04-08T10:00:00Z,2,3.011627906976744,3.941860465116279,5,7,1,2.0348837209302326,86
2020-04-08T10:00:00Z,4,5,3.891304347826087,3.9347826086956523,NA,2.869565217391304,4.6521739130434785,46
2020-04-08T10:00:00Z,5,3.9285714285714284,6,3.857142857142857,0.9285714285714286,3.2142857142857144,0.9285714285714286,14
2020-04-08T10:00:00Z,6,2.25,1.85,1.8,2.25,2.05,2.2,20
2020-04-08T10:00:00Z,7,NA,8,6,NA,NA,4.75,4
2020-04-08T10:00:00Z,8,6.956204379562044,6.897810218978102,6.883211678832117,5.8,4.9489051094890515,1.9343065693430657,137
2020-04-08T10:00:00Z,9,6.917808219178082,6.904109589041096,6.904109589041096,5.027397260273973,6.109589041095891,0.9315068493150684,73
2020-04-08T10:00:00Z,12,2.9210526315789473,5.921052631578948,3.8684210526315788,NA,3,5.078947368421052,38
2020-04-08T10:00:00Z,13,3.736842105263158,3.473684210526316,3.4210526315789473,5,3.263157894736842,1.7894736842105263,19
2020-04-08T10:00:00Z,14,6.149425287356322,7.080459770114943,6.919540229885057,NA,5.057471264367816,4.057471264367816,87
2020-04-08T10:00:00Z,15,3.2222222222222223,3.2,3.2444444444444445,NA,2.1777777777777776,2.8666666666666667,45
2020-04-08T10:00:00Z,16,4.1875,4.0625,4,4,2.8125,0.6875,16
2020-04-08T10:00:00Z,17,1.3333333333333333,7,6.142857142857143,NA,3.0952380952380953,2.1904761904761907,21
2020-04-08T10:00:00Z,18,3.08955223880597,6.955223880597015,3.8358208955223883,4,4.7611940298507465,4.134328358208955,67
2020-04-08T10:00:00Z,19,1.1764705882352942,2,2.235294117647059,NA,2.823529411764706,3,17
2020-04-08T10:05:00Z,1,5.514285714285714,5.9714285714285715,5.257142857142857,5.485714285714286,5.457142857142857,0.37142857142857144,35
2020-04-08T10:05:00Z,2,2.9855072463768115,4.217391304347826,5.115942028985507,6.5,0.9565217391304348,2.1594202898550723,69
2020-04-08T10:05:00Z,4,4.630434782608695,3.608695652173913,3.5434782608695654,1.5,2.847826086956522,4.760869565217392,46
2020-04-08T10:05:00Z,5,3.7857142857142856,6.142857142857143,4.142857142857143,1.1428571428571428,2.642857142857143,1,14
2020-04-08T10:05:00Z,6,2.3684210526315788,1.736842105263158,2.0526315789473686,1.9473684210526316,2.210526315789474,1.894736842105263,19
2020-04-08T10:05:00Z,7,NA,7.8,6.2,NA,NA,5,5
2020-04-08T10:05:00Z,8,7.086021505376344,7.134408602150538,7.204301075268817,8.5,5.134408602150538,2.032258064516129,186
2020-04-08T10:05:00Z,9,6.972222222222222,6.888888888888889,6.944444444444445,5.069444444444445,5.944444444444445,1.0555555555555556,72
2020-04-08T10:05:00Z,12,3.0833333333333335,6.041666666666667,4.020833333333333,4,3.2916666666666665,4.854166666666667,48
2020-04-08T10:05:00Z,13,3.4444444444444446,3.4444444444444446,3.6666666666666665,NA,3.5555555555555554,1.4444444444444444,9
2020-04-08T10:05:00Z,14,5.923076923076923,7.087912087912088,7.065934065934066,5.5,5.021978021978022,3.901098901098901,91
2020-04-08T10:05:00Z,15,3.15,2.825,3.025,NA,2.2,2.875,40
2020-04-08T10:05:00Z,16,4.3125,4.25,4.1875,4.375,3.1875,0.5,16
2020-04-08T10:05:00Z,17,0.9545454545454546,6.909090909090909,6,NA,3.1363636363636362,2,22
2020-04-08T10:05:00Z,18,2.9411764705882355,6.894117647058824,3.988235294117647,4,4.9411764705882355,4.011764705882353,85
2020-04-08T10:05:00Z,19,1.0833333333333333,2,1.5833333333333333,NA,3.1666666666666665,2.9166666666666665,12
2020-04-08T10:10:00Z,1,5.153846153846154,4.6923076923076925,4.923076923076923,5.038461538461538,5.115384615384615,0.5384615384615384,26
2020-04-08T10:10:00Z,2,2.955223880597015,4.104477611940299,5.044776119402985,3,1.0895522388059702,1.7761194029850746,67
2020-04-08T10:10:00Z,4,4.8108108108108105,3.675675675675676,3.4864864864864864,NA,2.810810810810811,4.5675675675675675,37
2020-04-08T10:10:00Z,5,4.125,6.1875,4.1875,0.9375,3.0625,1.125,16
2020-04-08T10:10:00Z,6,2,2.0526315789473686,1.8421052631578947,1.894736842105263,2.1578947368421053,1.7894736842105263,19
2020-04-08T10:10:00Z,7,NA,7.666666666666667,6,NA,NA,5,3
2020-04-08T10:10:00Z,8,7.325123152709359,7.472906403940887,7.354679802955665,9.5,5.344827586206897,1.935960591133005,203
2020-04-08T10:10:00Z,9,7.0508474576271185,7.067796610169491,7.169491525423729,5,5.898305084745763,0.8983050847457628,59
2020-04-08T10:10:00Z,12,3.196078431372549,5.980392156862745,3.9607843137254903,NA,2.9019607843137254,5.137254901960785,51
2020-04-08T10:10:00Z,13,3.5,3.6666666666666665,3.75,4,3.6666666666666665,1.6666666666666667,12
2020-04-08T10:10:00Z,14,5.8604651162790695,7.011627906976744,7.151162790697675,2,5,3.872093023255814,86
2020-04-08T10:10:00Z,15,2.8979591836734695,3.0408163265306123,2.979591836734694,10,2.020408163265306,3.122448979591837,49
2020-04-08T10:10:00Z,16,4.111111111111111,4.222222222222222,4.055555555555555,4,2.7222222222222223,0.5,18
2020-04-08T10:10:00Z,17,1.125,7,6.041666666666667,NA,2.8333333333333335,2.25,24
2020-04-08T10:10:00Z,18,3.1285714285714286,7.171428571428572,4.042857142857143,9,4.957142857142857,4.171428571428572,70
2020-04-08T10:10:00Z,19,2.090909090909091,2.909090909090909,2.4545454545454546,NA,3.3636363636363638,2.8181818181818183,11
2020-04-08T10:15:00Z,1,4.714285714285714,4.476190476190476,4.666666666666667,4.238095238095238,4.619047619047619,0.6666666666666666,21
2020-04-08T10:15:00Z,2,2.9482758620689653,4.224137931034483,5.206896551724138,NA,1,1.8103448275862069,58
2020-04-08T10:15:00Z,4,4.90625,4.15625,3.984375,NA,2.921875,4.390625,64
2020-04-08T10:15:00Z,5,3.7083333333333335,5.833333333333333,3.875,1,2.6666666666666665,0.7916666666666666,24
2020-04-08T10:15:00Z,6,2.090909090909091,1.7272727272727273,1.9090909090909092,2,2,2.3636363636363638,11
2020-04-08T10:15:00Z,7,NA,8,5.5,NA,NA,5,4
2020-04-08T10:15:00Z,8,7.407563025210084,7.369747899159663,7.390756302521009,NA,5.453781512605042,2.0252100840336134,238
2020-04-08T10:15:00Z,9,6.971830985915493,7.014084507042254,6.971830985915493,5,6.267605633802817,0.9859154929577465,71
2020-04-08T10:15:00Z,12,3.13953488372093,6.1395348837209305,3.9069767441860463,5.666666666666667,2.953488372093023,4.837209302325581,43
2020-04-08T10:15:00Z,13,3.375,3.25,3.5,NA,3.375,1.625,8
2020-04-08T10:15:00Z,14,6.176470588235294,7,6.970588235294118,NA,4.9411764705882355,4,68
2020-04-08T10:15:00Z,15,3.2222222222222223,3.1944444444444446,3.111111111111111,5.5,2.2222222222222223,2.638888888888889,36
2020-04-08T10:15:00Z,16,4.6,4.6,5.3,4.4,3.1,0.5,10
2020-04-08T10:15:00Z,17,0.8333333333333334,6.833333333333333,5.833333333333333,NA,2.875,2.0833333333333335,24
2020-04-08T10:15:00Z,18,2.933333333333333,7.083333333333333,3.9166666666666665,8,4.883333333333334,3.8666666666666667,60
2020-04-08T10:15:00Z,19,0.7272727272727273,1.7272727272727273,1.8181818181818181,NA,3,2.6363636363636362,11
2020-04-08T10:20:00Z,1,1.5,1.1666666666666667,4.166666666666667,2.8333333333333335,2.3333333333333335,0.3333333333333333,6
2020-04-08T10:20:00Z,2,2.9210526315789473,3.763157894736842,4.842105263157895,NA,1.0789473684210527,1.736842105263158,76
2020-04-08T10:20:00Z,4,4.916666666666667,3.9583333333333335,4.1875,7,2.9166666666666665,4.208333333333333,48
2020-04-08T10:20:00Z,5,3.9130434782608696,5.869565217391305,4.086956521739131,1.0869565217391304,3.0434782608695654,0.9130434782608695,23
2020-04-08T10:20:00Z,6,1.9,2.1,2,1.85,2.05,1.45,20
2020-04-08T10:20:00Z,7,NA,8.5,5.5,NA,NA,5.5,2
2020-04-08T10:20:00Z,8,7.4,7.332,7.34,2.6,5.316,1.896,250
2020-04-08T10:20:00Z,9,7.046153846153846,6.892307692307693,7.061538461538461,5.2,6.138461538461539,0.7076923076923077,65
2020-04-08T10:20:00Z,12,3.1372549019607843,5.862745098039215,4.098039215686274,1,3,4.470588235294118,51
2020-04-08T10:20:00Z,13,2.3,2.3,2.1,NA,2.3,2.8,10
2020-04-08T10:20:00Z,14,6.0519480519480515,7.012987012987013,6.987012987012987,3,4.935064935064935,3.4805194805194803,77
2020-04-08T10:20:00Z,15,3.076923076923077,3.1538461538461537,2.980769230769231,3,2.2115384615384617,2.269230769230769,52
2020-04-08T10:20:00Z,16,3.896551724137931,4.448275862068965,4.068965517241379,3.8620689655172415,3.1724137931034484,0.4482758620689655,29
2020-04-08T10:20:00Z,17,1.0769230769230769,7.153846153846154,5.8076923076923075,NA,3.269230769230769,1.7307692307692308,26
2020-04-08T10:20:00Z,18,3.0533333333333332,7,4.026666666666666,10,5.053333333333334,3.6933333333333334,75
2020-04-08T10:20:00Z,19,1,2.5,2.5714285714285716,NA,3.4285714285714284,1.9285714285714286,14
2020-04-08T10:25:00Z,1,1.8,1.0666666666666667,3.7333333333333334,3.2666666666666666,2.3333333333333335,0.8,15
2020-04-08T10:25:00Z,2,3.074626865671642,4.014925373134329,5.044776119402985,NA,1.1343283582089552,1.537313432835821,67
2020-04-08T10:25:00Z,4,4.681818181818182,3.840909090909091,3.6136363636363638,NA,3.022727272727273,4.2727272727272725,44
2020-04-08T10:25:00Z,5,4.3076923076923075,6,3.8461538461538463,0.7692307692307693,3.1538461538461537,0.7692307692307693,13
2020-04-08T10:25:00Z,6,1.7391304347826086,1.7826086956521738,1.9565217391304348,1.9130434782608696,2.1739130434782608,1.391304347826087,23
2020-04-08T10:25:00Z,7,NA,7,6,NA,NA,5,1
2020-04-08T10:25:00Z,8,7.356877323420075,7.349442379182156,7.386617100371748,6.285714285714286,5.360594795539034,1.8884758364312269,269
2020-04-08T10:25:00Z,9,7,6.84375,7,4.90625,6.03125,0.8125,64
2020-04-08T10:25:00Z,12,3.0952380952380953,6.190476190476191,4.142857142857143,8,2.9761904761904763,4.571428571428571,42
2020-04-08T10:25:00Z,13,2.6666666666666665,2.6,2.466666666666667,NA,2.466666666666667,3.2,15
2020-04-08T10:25:00Z,14,6.045454545454546,7.106060606060606,7.181818181818182,2,4.954545454545454,3.3333333333333335,66
2020-04-08T10:25:00Z,15,2.943396226415094,3,2.981132075471698,9,1.8679245283018868,2.018867924528302,53
2020-04-08T10:25:00Z,16,3.5714285714285716,3.3333333333333335,3.7142857142857144,3.761904761904762,2.4761904761904763,0.47619047619047616,21
2020-04-08T10:25:00Z,17,1.0714285714285714,7.142857142857143,5.928571428571429,7,3.142857142857143,2.2142857142857144,28
2020-04-08T10:25:00Z,18,3.2,7.15,3.8833333333333333,NA,4.983333333333333,3.6666666666666665,60
2020-04-08T10:25:00Z,19,1.1428571428571428,1.7142857142857142,2,NA,2.7142857142857144,2.857142857142857,7
2020-04-08T10:30:00Z,1,2.4166666666666665,1.3333333333333333,4.166666666666667,3.0833333333333335,2.25,0.5833333333333334,12
2020-04-08T10:30:00Z,2,3.041095890410959,4.082191780821918,5.068493150684931,0,0.8493150684931506,1.547945205479452,73
2020-04-08T10:30:00Z,4,4.761904761904762,3.761904761904762,4.023809523809524,7,3.3095238095238093,4.285714285714286,42
2020-04-08T10:30:00Z,5,3.727272727272727,5.909090909090909,4.090909090909091,1.0909090909090908,2.8636363636363638,0.45454545454545453,22
2020-04-08T10:30:00Z,6,2.1875,2.21875,2,1.78125,1.90625,1.09375,32
2020-04-08T10:30:00Z,7,NA,8,6.2,NA,NA,5,5
2020-04-08T10:30:00Z,8,7.31496062992126,7.362204724409449,7.318897637795276,6.666666666666667,5.358267716535433,1.7834645669291338,254
2020-04-08T10:30:00Z,9,6.784810126582278,7.0886075949367084,6.886075949367089,5.177215189873418,5.924050632911392,0.8354430379746836,79
2020-04-08T10:30:00Z,12,2.975,6.075,4.125,NA,3.2,4.275,40
2020-04-08T10:30:00Z,13,2.6,2.5,3,NA,3.1,2.3,10
2020-04-08T10:30:00Z,14,6.108433734939759,6.963855421686747,6.975903614457831,NA,5.096385542168675,3.6265060240963853,83
2020-04-08T10:30:00Z,15,3.1272727272727274,3.0727272727272728,3.0545454545454547,NA,2.0545454545454547,2.6363636363636362,55
2020-04-08T10:30:00Z,16,3.4545454545454546,3.1818181818181817,3.090909090909091,3,2,1.1818181818181819,11
2020-04-08T10:30:00Z,17,1.0344827586206897,7.275862068965517,6,NA,2.896551724137931,1.5172413793103448,29
2020-04-08T10:30:00Z,18,2.91044776119403,7.059701492537314,3.955223880597015,1,4.865671641791045,3.6865671641791047,67
2020-04-08T10:30:00Z,19,0.9333333333333333,1.6,2.2,NA,2.933333333333333,2.6,15
2020-04-08T10:35:00Z,1,2.2666666666666666,1.6666666666666667,3.7333333333333334,2.7333333333333334,1.9333333333333333,0.6,15
2020-04-08T10:35:00Z,2,3.257142857142857,3.942857142857143,4.828571428571428,8.75,1.1285714285714286,1.4,70
2020-04-08T10:35:00Z,4,4.733333333333333,3.7666666666666666,3.7666666666666666,NA,3.033333333333333,4.666666666666667,30
2020-04-08T10:35:00Z,5,4,6.055555555555555,4.055555555555555,1.1111111111111112,2.9444444444444446,0.8888888888888888,18
2020-04-08T10:35:00Z,6,1.9411764705882353,1.8823529411764706,2.5294117647058822,2.411764705882353,2.1176470588235294,0.7647058823529411,17
2020-04-08T10:35:00Z,7,NA,8,5,NA,NA,5,2
2020-04-08T10:35:00Z,8,7.3539094650205765,7.329218106995885,7.308641975308642,7.25,5.271604938271605,1.897119341563786,243
2020-04-08T10:35:00Z,9,7.084745762711864,6.898305084745763,6.915254237288136,4.983050847457627,5.932203389830509,0.7627118644067796,59
2020-04-08T10:35:00Z,12,3.0952380952380953,5.928571428571429,3.9523809523809526,NA,2.857142857142857,4.357142857142857,42
2020-04-08T10:35:00Z,13,3.75,3.8333333333333335,3.9166666666666665,NA,3.8333333333333335,0.25,12
2020-04-08T10:35:00Z,14,6.159420289855072,6.869565217391305,6.927536231884058,NA,4.956521739130435,3.4347826086956523,69
2020-04-08T10:35:00Z,15,2.9375,2.9166666666666665,3.0416666666666665,NA,2.2291666666666665,2.2916666666666665,48
2020-04-08T10:35:00Z,16,3.857142857142857,3.7142857142857144,3.9285714285714284,3.7142857142857144,3,0.42857142857142855,14
2020-04-08T10:35:00Z,17,0.8275862068965517,7.344827586206897,5.931034482758621,NA,3.1379310344827585,1.6896551724137931,29
2020-04-08T10:35:00Z,18,2.9615384615384617,6.903846153846154,3.9423076923076925,NA,5.0576923076923075,3.6346153846153846,52
2020-04-08T10:35:00Z,19,1.4444444444444444,1.6666666666666667,2,9,3.2222222222222223,2.3333333333333335,9
2020-04-08T10:40:00Z,1,2.3333333333333335,1.3333333333333333,3.7777777777777777,2.7777777777777777,2.2222222222222223,0.8888888888888888,9
2020-04-08T10:40:00Z,2,3.0615384615384613,3.953846153846154,5.107692307692307,3,1.123076923076923,1.6307692307692307,65
2020-04-08T10:40:00Z,4,4.714285714285714,4,3.8214285714285716,NA,2.9285714285714284,4.678571428571429,28
2020-04-08T10:40:00Z,5,4.15,6.1,4.1,0.9,2.6,0.5,20
2020-04-08T10:40:00Z,6,2.0555555555555554,2,2,1.7777777777777777,2,1.1111111111111112,18
2020-04-08T10:40:00Z,7,NA,8,5,NA,NA,4,1
2020-04-08T10:40:00Z,8,7.41588785046729,7.434579439252336,7.294392523364486,NA,5.542056074766355,1.8504672897196262,214
2020-04-08T10:40:00Z,9,6.968253968253968,7.015873015873016,6.841269841269841,5.126984126984127,5.888888888888889,0.6825396825396826,63
2020-04-08T10:40:00Z,12,3.0392156862745097,6,4.1568627450980395,NA,2.8823529411764706,4.607843137254902,51
2020-04-08T10:40:00Z,13,2.875,2.875,3,NA,3.375,2.125,8
2020-04-08T10:40:00Z,14,5.745762711864407,7.203389830508475,6.915254237288136,NA,4.9491525423728815,3.169491525423729,59
2020-04-08T10:40:00Z,15,2.977272727272727,3.159090909090909,3.1136363636363638,9,2.022727272727273,2.75,44
2020-04-08T10:40:00Z,16,4,4,4.0625,3.875,3.3125,0.25,16
2020-04-08T10:40:00Z,17,0.8888888888888888,7.148148148148148,6.148148148148148,0,2.925925925925926,1.5185185185185186,27
2020-04-08T10:40:00Z,18,3.02,6.92,3.98,NA,5.06,3.1,50
2020-04-08T10:40:00Z,19,1.0833333333333333,2.1666666666666665,1.9166666666666667,NA,2.9166666666666665,0.9166666666666666,12
2020-04-08T10:45:00Z,1,2.090909090909091,1.0909090909090908,4,3.090909090909091,2,0.7272727272727273,11
2020-04-08T10:45:00Z,2,3.135593220338983,4.016949152542373,4.864406779661017,6,1.0169491525423728,1.423728813559322,59
2020-04-08T10:45:00Z,4,4.730769230769231,4.038461538461538,4.230769230769231,6,2.923076923076923,4.038461538461538,26
2020-04-08T10:45:00Z,5,4,6.3076923076923075,3.6153846153846154,1.2307692307692308,3.076923076923077,0.5384615384615384,13
2020-04-08T10:45:00Z,6,2,1.6470588235294117,2,2.235294117647059,2.3529411764705883,1,17
2020-04-08T10:45:00Z,7,NA,8,6,NA,NA,4.666666666666667,3
2020-04-08T10:45:00Z,8,7.263414634146342,7.360975609756098,7.234146341463415,4.25,5.273170731707317,1.7853658536585366,205
2020-04-08T10:45:00Z,9,6.821917808219178,7.041095890410959,6.945205479452055,4.794520547945205,6.041095890410959,0.684931506849315,73
2020-04-08T10:45:00Z,12,3.1515151515151514,5.787878787878788,4.303030303030303,NA,3.303030303030303,4.484848484848484,33
2020-04-08T10:45:00Z,13,2.769230769230769,2.6923076923076925,3,NA,2.6153846153846154,2.3076923076923075,13
2020-04-08T10:45:00Z,14,6,7.12,7.14,2,5.04,2.92,50
2020-04-08T10:45:00Z,15,3.292682926829268,3.3902439024390243,3.5365853658536586,4,2.2195121951219514,2.317073170731707,41
2020-04-08T10:45:00Z,16,3.9375,4.0625,3.875,4,2.6875,0.6875,16
2020-04-08T10:45:00Z,17,1.0909090909090908,7.2727272727272725,6.045454545454546,3,3.1818181818181817,1.5454545454545454,22
2020-04-08T10:45:00Z,18,2.98,7.04,4.02,0,4.8,3.74,50
2020-04-08T10:45:00Z,19,1,2.0714285714285716,2,NA,3.142857142857143,2.357142857142857,14
2020-04-08T10:50:00Z,1,2,1.0769230769230769,4.6923076923076925,2.769230769230769,2.5384615384615383,0.6923076923076923,13
2020-04-08T10:50:00Z,2,3.1228070175438596,3.9649122807017543,5.105263157894737,2,0.9122807017543859,1.6842105263157894,57
2020-04-08T10:50:00Z,4,5.219512195121951,3.951219512195122,3.975609756097561,NA,2.8536585365853657,4.341463414634147,41
2020-04-08T10:50:00Z,5,4.066666666666666,5.733333333333333,4.333333333333333,1.4,2.8,0.8,15
2020-04-08T10:50:00Z,6,2.4347826086956523,2.130434782608696,2.217391304347826,2.608695652173913,2.5217391304347827,0.9130434782608695,23
2020-04-08T10:50:00Z,7,NA,8,5,NA,NA,4,1
2020-04-08T10:50:00Z,8,7.326633165829146,7.472361809045226,7.326633165829146,3.5,5.442211055276382,1.6582914572864322,199
2020-04-08T10:50:00Z,9,7.136363636363637,6.924242424242424,7.2727272727272725,5,6.090909090909091,0.8333333333333334,66
2020-04-08T10:50:00Z,12,3.2666666666666666,5.966666666666667,4,10,3.1333333333333333,4.3,30
2020-04-08T10:50:00Z,13,3.4444444444444446,3.111111111111111,2.888888888888889,NA,3.3333333333333335,1.3333333333333333,9
2020-04-08T10:50:00Z,14,5.836363636363636,7.072727272727272,7.036363636363636,NA,4.945454545454545,2.9272727272727272,55
2020-04-08T10:50:00Z,15,3.1707317073170733,2.951219512195122,3.1707317073170733,7,1.951219512195122,2.2439024390243905,41
2020-04-08T10:50:00Z,16,4,4.2,4,4.2,3.2,0.3333333333333333,15
2020-04-08T10:50:00Z,17,1.0526315789473684,7.052631578947368,5.7368421052631575,5,2.5789473684210527,1.631578947368421,19
2020-04-08T10:50:00Z,18,3.0638297872340425,7.0638297872340425,3.893617021276596,7,4.872340425531915,3.25531914893617,47
2020-04-08T10:50:00Z,19,1.2666666666666666,1.7333333333333334,2.066666666666667,NA,3,1.2,15
2020-04-08T10:55:00Z,1,2.5555555555555554,1.2222222222222223,4.111111111111111,3.111111111111111,1.8888888888888888,0.6666666666666666,9
2020-04-08T10:55:00Z,2,2.982142857142857,3.9464285714285716,4.946428571428571,NA,0.9642857142857143,1.4107142857142858,56
2020-04-08T10:55:00Z,4,5.083333333333333,4,3.875,1,2.9583333333333335,4.375,24
2020-04-08T10:55:00Z,5,3.9375,5.875,3.9375,1.125,3.3125,0.6875,16
2020-04-08T10:55:00Z,6,2.263157894736842,2.3684210526315788,1.9473684210526316,2.6315789473684212,2.6842105263157894,0.8421052631578947,19
2020-04-08T10:55:00Z,7,NA,7.666666666666667,6.333333333333333,NA,NA,5.333333333333333,3
2020-04-08T10:55:00Z,8,7.362637362637362,7.516483516483516,7.269230769230769,2,5.423076923076923,1.6703296703296704,182
2020-04-08T10:55:00Z,9,7.116666666666666,7,6.95,5.166666666666667,5.9,0.9,60
2020-04-08T10:55:00Z,12,3,5.923076923076923,3.948717948717949,0,2.8461538461538463,4.512820512820513,39
2020-04-08T10:55:00Z,13,3.8666666666666667,3.466666666666667,3.066666666666667,NA,4.133333333333334,1.2,15
2020-04-08T10:55:00Z,14,5.983606557377049,7.081967213114754,6.950819672131147,4,5.098360655737705,3.2950819672131146,61
2020-04-08T10:55:00Z,15,3.076923076923077,3.0256410256410255,3.051282051282051,0,2.358974358974359,2.2051282051282053,39
2020-04-08T10:55:00Z,16,4.25,4,4.1875,4.125,2.875,0.5,16
2020-04-08T10:55:00Z,17,1.1111111111111112,6.962962962962963,6,7,3.2222222222222223,1.6666666666666667,27
2020-04-08T10:55:00Z,18,2.92,7.1,3.96,4,5.14,3.32,50
2020-04-08T10:55:00Z,19,1.0625,2.0625,1.625,NA,3.3125,1.875,16
2020-04-08T11:00:00Z,1,2.1333333333333333,0.8,4.266666666666667,3.2,1.9333333333333333,0.9333333333333333,15
2020-04-08T11:00:00Z,2,3.180327868852459,4.213114754098361,5.016393442622951,5,1.2295081967213115,1.6557377049180328,61
2020-04-08T11:00:00Z,4,4.84375,3.90625,3.875,NA,2.875,5.09375,32
2020-04-08T11:00:00Z,5,4.25,6.1,4,1.05,3.2,0.7,20
2020-04-08T11:00:00Z,6,2.6,2.1333333333333333,2.8,2.3333333333333335,2.7333333333333334,0.6666666666666666,15
2020-04-08T11:00:00Z,8,7.411764705882353,7.288770053475936,7.2994652406417115,5.8,5.310160427807487,1.732620320855615,187
2020-04-08T11:00:00Z,9,6.935483870967742,6.870967741935484,7.032258064516129,5.016129032258065,6.096774193548387,0.8387096774193549,62
2020-04-08T11:00:00Z,12,3.032258064516129,6.064516129032258,4.193548387096774,0,2.935483870967742,4.548387096774194,31
2020-04-08T11:00:00Z,13,3.5,3.125,3,6,3.25,1.375,8
2020-04-08T11:00:00Z,14,5.833333333333333,6.928571428571429,6.833333333333333,NA,4.9523809523809526,2.8095238095238093,42
